mode,k,total,trainable,decoder,behavior,crossed
full,5,1089,1089,1.0,1.0,True
head_only,4,353,9,0.557,0.3702,False
head_only,2,2177,129,1.0,0.0178,True
full,3,51713,51713,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
head_only,1,353,9,1.0,0.8361,True
head_only,1,1089,17,1.0,0.4018,True
full,4,1089,1089,1.0,1.0,True
head_only,5,273,17,0.62325,0.1192,False
full,1,545,545,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,3,545,545,1.0,1.0,True
subspace,2,51713,1,0.5,0.2744,False
head_only,5,1601,33,0.5595,0.033,False
full,2,51713,51713,1.0,1.0,True
full,2,353,353,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,4,209,9,0.57075,0.178,False
head_only,2,1089,65,1.0,0.0001,True
full,4,2177,2177,1.0,1.0,True
head_only,5,353,9,0.6235,0.3114,False
head_only,1,1089,65,1.0,1.0,True
head_only,3,13569,65,0.63725,0.0,False
head_only,1,5249,65,1.0,0.8994,True
full,1,13569,13569,1.0,1.0,True
head_only,4,1601,33,0.4795,0.0,False
head_only,4,353,9,0.6145,0.3721,False
full,2,13569,13569,1.0,1.0,True
head_only,1,1089,17,1.0,0.9179,True
head_only,2,2177,129,1.0,0.0016,True
full,1,209,209,1.0,1.0,True
subspace,4,51713,16,0.627,0.068,False
full,5,13569,13569,1.0,1.0,True
head_only,3,18689,129,1.0,0.0,True
head_only,4,353,9,0.5,0.4269,False
full,4,545,545,1.0,1.0,True
head_only,1,273,17,1.0,0.529,True
full,1,137,137,1.0,1.0,True
head_only,5,545,33,0.48675,0.0,False
full,5,3713,3713,1.0,1.0,True
full,1,3713,3713,1.0,1.0,True
subspace,5,51713,64,0.67775,0.0,False
subspace,4,51713,1024,1.0,0.9922,True
head_only,4,137,9,0.42525,0.0528,False
full,5,51713,51713,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
head_only,3,209,9,0.62,0.1331,False
full,3,2177,2177,1.0,1.0,True
full,1,353,353,1.0,1.0,True
head_only,3,273,17,0.74,0.0153,False
head_only,1,5249,65,1.0,1.0,True
full,4,137,137,1.0,0.154,True
head_only,5,545,33,0.4675,0.0021,False
full,5,209,209,1.0,1.0,True
head_only,5,51713,129,0.97225,0.0,True
head_only,5,545,17,0.471,0.0476,False
head_only,3,2177,129,0.63975,0.0,False
full,3,545,545,1.0,1.0,True
head_only,3,51713,129,1.0,0.0547,True
full,4,13569,13569,1.0,1.0,True
head_only,3,353,9,0.7545,0.1805,False
head_only,5,51713,129,0.711,0.0241,False
head_only,1,13569,65,1.0,0.9946,True
full,4,1601,1601,1.0,1.0,True
head_only,2,18689,129,1.0,0.5524,True
head_only,4,13569,65,0.62225,0.1824,False
head_only,4,3713,33,0.5,0.3293,False
head_only,5,2177,129,1.0,0.0,True
head_only,4,1089,65,0.579,0.0,False
head_only,1,51713,129,1.0,0.8725,True
head_only,2,2177,129,1.0,0.0044,True
head_only,3,209,9,0.48475,0.2311,False
full,4,2177,2177,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
head_only,3,1089,17,0.75675,0.0042,False
full,4,1089,1089,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
head_only,5,18689,129,0.53,0.0,False
full,5,273,273,1.0,1.0,True
full,1,3713,3713,1.0,1.0,True
full,1,3713,3713,1.0,1.0,True
full,2,273,273,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
head_only,4,2177,129,0.7,0.0,False
head_only,5,545,33,0.87575,0.0076,False
head_only,2,353,9,0.7495,0.2865,False
head_only,2,1601,33,1.0,0.068,True
full,1,1089,1089,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,5,1089,17,0.50625,0.1695,False
full,3,3713,3713,1.0,1.0,True
full,5,545,545,1.0,0.9719,True
head_only,4,1089,65,0.50375,0.0,False
full,5,545,545,1.0,1.0,True
head_only,2,137,9,1.0,0.2613,True
full,2,5249,5249,1.0,1.0,True
head_only,4,2177,129,1.0,0.0,True
full,2,1089,1089,1.0,1.0,True
head_only,5,3713,33,0.71225,0.0321,False
subspace,5,51713,256,1.0,0.0,True
head_only,1,209,9,1.0,0.6848,True
full,3,13569,13569,1.0,1.0,True
full,4,353,353,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
head_only,2,1601,33,1.0,0.0287,True
full,5,273,273,1.0,1.0,True
head_only,1,1601,33,1.0,1.0,True
head_only,4,2177,129,0.697,0.0,False
full,2,3713,3713,1.0,1.0,True
subspace,3,51713,256,1.0,0.0,True
full,5,5249,5249,1.0,1.0,True
head_only,2,209,9,0.74575,0.2342,False
full,3,209,209,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
head_only,4,5249,65,0.50825,0.0001,False
head_only,5,18689,129,0.53125,0.0,False
full,1,3713,3713,1.0,1.0,True
head_only,4,1089,17,0.679,0.3471,False
head_only,2,273,17,1.0,0.1687,True
head_only,4,13569,65,0.554,0.0,False
full,4,13569,13569,1.0,1.0,True
head_only,5,18689,129,1.0,0.0003,True
head_only,3,18689,129,1.0,0.0004,True
head_only,5,273,17,0.52575,0.0717,False
head_only,4,1089,17,0.5,0.2552,False
subspace,4,51713,1,0.5,0.4941,False
head_only,5,1601,33,0.52375,0.0,False
head_only,5,273,17,0.75275,0.1216,False
full,2,3713,3713,1.0,1.0,True
head_only,5,1089,17,0.6525,0.2336,False
full,2,209,209,1.0,1.0,True
full,3,209,209,1.0,1.0,True
head_only,1,545,33,1.0,0.9554,True
head_only,5,2177,129,0.429,0.0,False
head_only,4,5249,65,0.55875,0.0012,False
head_only,2,353,9,1.0,0.1593,True
full,4,137,137,1.0,0.4965,True
full,4,5249,5249,1.0,1.0,True
head_only,2,13569,65,1.0,0.2876,True
subspace,1,51713,16,1.0,0.6319,True
full,2,137,137,1.0,1.0,True
head_only,5,545,33,0.62375,0.0,False
full,5,51713,51713,1.0,1.0,True
full,4,353,353,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
subspace,3,51713,4,0.62825,0.3915,False
full,2,209,209,1.0,1.0,True
head_only,3,13569,65,0.5,0.1628,False
head_only,3,1089,65,0.8755,0.0,False
head_only,1,1089,65,1.0,1.0,True
head_only,1,1089,65,1.0,0.9996,True
head_only,5,18689,129,1.0,0.0,True
full,2,2177,2177,1.0,1.0,True
full,2,1601,1601,1.0,1.0,True
full,2,2177,2177,1.0,1.0,True
head_only,4,5249,65,1.0,0.0,True
full,5,273,273,1.0,0.0,True
full,1,5249,5249,1.0,1.0,True
full,2,273,273,1.0,1.0,True
head_only,3,545,17,0.86375,0.2815,False
full,5,13569,13569,1.0,1.0,True
head_only,2,5249,65,1.0,0.0,True
full,5,5249,5249,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
head_only,4,51713,129,1.0,0.0,True
full,5,3713,3713,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
head_only,2,5249,65,1.0,0.0,True
head_only,3,545,17,0.8795,0.072,False
head_only,1,137,9,1.0,0.6648,True
head_only,1,1601,33,1.0,1.0,True
full,1,353,353,1.0,1.0,True
full,5,51713,51713,1.0,1.0,True
full,1,273,273,1.0,1.0,True
head_only,1,1089,17,1.0,0.5503,True
head_only,5,209,9,0.5645,0.1362,False
head_only,2,3713,33,1.0,0.0,True
head_only,1,273,17,1.0,0.9189,True
head_only,4,1089,17,0.506,0.1946,False
full,5,1089,1089,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,4,137,137,1.0,1.0,True
head_only,4,1089,65,0.49975,0.0,False
head_only,5,2177,129,1.0,0.0,True
head_only,5,5249,65,0.46925,0.0,False
full,4,18689,18689,1.0,1.0,True
head_only,3,1089,65,0.50275,0.0,False
full,4,1089,1089,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
full,5,1601,1601,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
head_only,4,18689,129,0.61025,0.0,False
full,1,51713,51713,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,1,353,353,1.0,1.0,True
full,1,353,353,1.0,1.0,True
full,4,137,137,1.0,1.0,True
full,3,209,209,1.0,1.0,True
head_only,5,2177,129,0.5645,0.0,False
head_only,4,273,17,0.5605,0.0001,False
head_only,5,137,9,0.56175,0.2796,False
head_only,1,545,33,1.0,0.9687,True
full,3,209,209,1.0,1.0,True
head_only,5,3713,33,0.52775,0.1623,False
head_only,5,2177,129,1.0,0.0,True
head_only,3,137,9,0.62675,0.0895,False
full,5,13569,13569,1.0,1.0,True
head_only,2,545,17,1.0,0.295,True
full,1,209,209,1.0,1.0,True
full,2,18689,18689,1.0,1.0,True
head_only,2,353,9,0.50375,0.3479,False
full,5,2177,2177,1.0,1.0,True
full,3,137,137,1.0,1.0,True
head_only,5,273,17,0.5315,0.0005,False
head_only,2,1089,65,1.0,0.0,True
head_only,2,51713,129,1.0,0.3169,True
head_only,5,13569,65,0.46325,0.1655,False
head_only,3,18689,129,1.0,0.0,True
full,2,13569,13569,1.0,1.0,True
head_only,2,3713,33,1.0,0.0,True
head_only,4,137,9,0.419,0.1654,False
head_only,2,51713,129,1.0,0.2566,True
head_only,3,51713,129,1.0,0.0996,True
full,5,51713,51713,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
full,1,18689,18689,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
full,4,545,545,1.0,1.0,True
head_only,5,1089,65,0.5275,0.0,False
full,4,545,545,1.0,1.0,True
head_only,4,1089,65,0.67425,0.0,False
head_only,5,18689,129,0.53,0.0,False
full,2,545,545,1.0,1.0,True
head_only,4,353,9,0.5035,0.2587,False
head_only,3,18689,129,1.0,0.0008,True
head_only,2,273,17,1.0,0.2382,True
head_only,2,51713,129,1.0,0.0,True
full,5,1089,1089,1.0,1.0,True
full,3,273,273,1.0,1.0,True
head_only,4,3713,33,0.42425,0.1138,False
full,2,545,545,1.0,1.0,True
full,5,3713,3713,1.0,1.0,True
head_only,1,1089,65,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
full,4,137,137,1.0,0.013,True
head_only,2,273,17,1.0,0.0034,True
full,1,3713,3713,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
full,4,273,273,1.0,1.0,True
full,1,209,209,1.0,1.0,True
full,3,18689,18689,1.0,1.0,True
full,2,353,353,1.0,1.0,True
head_only,3,545,17,0.611,0.1778,False
head_only,4,1601,33,0.94125,0.0031,False
head_only,3,545,33,1.0,0.0,True
full,1,2177,2177,1.0,1.0,True
subspace,1,51713,4,1.0,0.5333,True
full,5,353,353,1.0,0.2577,True
head_only,4,51713,129,0.554,0.0,False
full,5,209,209,1.0,0.902,True
head_only,2,545,33,1.0,0.0,True
head_only,4,18689,129,0.43,0.0,False
head_only,1,18689,129,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
full,2,545,545,1.0,1.0,True
head_only,4,2177,129,0.633,0.0,False
head_only,4,209,9,0.501,0.1824,False
head_only,5,2177,129,0.56125,0.0,False
full,2,545,545,1.0,1.0,True
full,2,3713,3713,1.0,1.0,True
full,5,273,273,1.0,1.0,True
head_only,2,18689,129,1.0,0.0004,True
full,5,13569,13569,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,3,51713,129,1.0,0.0,True
full,2,137,137,1.0,1.0,True
head_only,3,18689,129,1.0,0.0,True
head_only,3,1089,65,1.0,0.0,True
full,3,51713,51713,1.0,1.0,True
full,2,209,209,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,2,3713,33,1.0,0.3173,True
full,4,3713,3713,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,1,545,33,1.0,0.949,True
full,3,545,545,1.0,1.0,True
head_only,4,1089,17,0.56675,0.0212,False
full,5,273,273,1.0,0.0,True
head_only,5,353,9,0.5275,0.1994,False
head_only,3,13569,65,1.0,0.0,True
full,1,1601,1601,1.0,1.0,True
full,3,3713,3713,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
full,5,5249,5249,1.0,1.0,True
full,3,353,353,1.0,1.0,True
full,3,3713,3713,1.0,1.0,True
head_only,2,545,17,1.0,0.1958,True
full,2,1089,1089,1.0,1.0,True
full,2,18689,18689,1.0,1.0,True
head_only,2,18689,129,1.0,0.0984,True
full,3,1089,1089,1.0,1.0,True
head_only,3,137,9,0.50275,0.1248,False
full,2,273,273,1.0,1.0,True
full,5,209,209,1.0,0.0,True
head_only,4,353,9,0.62075,0.2496,False
full,3,273,273,1.0,1.0,True
head_only,3,273,17,0.629,0.0847,False
head_only,2,1089,65,1.0,0.0014,True
full,4,1089,1089,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
head_only,4,5249,65,0.56125,0.0,False
head_only,5,353,9,0.5,0.4628,False
subspace,4,51713,1,0.43575,0.7586,False
head_only,2,545,17,1.0,0.1152,True
head_only,4,1089,17,0.37825,0.3163,False
full,4,137,137,1.0,0.0804,True
full,1,1601,1601,1.0,1.0,True
subspace,3,51713,64,1.0,0.0013,True
full,1,1089,1089,1.0,1.0,True
head_only,4,13569,65,0.55425,0.0,False
head_only,4,273,17,0.54525,0.0013,False
full,3,137,137,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
head_only,5,353,9,0.5,0.3959,False
head_only,2,1089,17,0.75,0.2709,False
head_only,3,1601,33,1.0,0.0,True
full,3,51713,51713,1.0,1.0,True
full,4,353,353,1.0,1.0,True
head_only,3,1089,65,0.49,0.0,False
head_only,3,5249,65,0.757,0.0,False
full,1,209,209,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,2,1089,17,0.7495,0.0264,False
full,2,137,137,1.0,1.0,True
full,1,209,209,1.0,1.0,True
head_only,4,51713,129,0.8105,0.077,False
full,2,51713,51713,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
head_only,1,5249,65,1.0,1.0,True
head_only,3,18689,129,1.0,0.0,True
full,3,545,545,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
full,5,3713,3713,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
head_only,2,137,9,1.0,0.1732,True
full,4,2177,2177,1.0,1.0,True
subspace,1,51713,64,1.0,0.976,True
head_only,5,209,9,0.5,0.1661,False
head_only,1,51713,129,1.0,1.0,True
head_only,3,1089,65,1.0,0.0,True
head_only,5,273,17,0.4975,0.1506,False
head_only,5,353,9,0.49325,0.3148,False
head_only,3,353,9,0.5045,0.3834,False
head_only,3,13569,65,0.88,0.0,False
head_only,1,3713,33,1.0,0.8828,True
head_only,3,273,17,1.0,0.1903,True
head_only,1,1601,33,1.0,0.9342,True
head_only,3,3713,33,0.6215,0.1107,False
head_only,1,51713,129,1.0,0.6029,True
head_only,4,5249,65,0.552,0.0,False
full,1,13569,13569,1.0,1.0,True
head_only,3,545,17,0.87325,0.0422,False
head_only,5,3713,33,0.5305,0.362,False
full,4,545,545,1.0,1.0,True
full,5,545,545,1.0,1.0,True
full,1,3713,3713,1.0,1.0,True
head_only,2,5249,65,1.0,0.0,True
full,2,2177,2177,1.0,1.0,True
full,4,353,353,1.0,1.0,True
head_only,4,545,17,0.4975,0.0003,False
head_only,1,2177,129,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,5,545,545,1.0,1.0,True
full,1,209,209,1.0,1.0,True
full,2,353,353,1.0,1.0,True
full,4,545,545,1.0,1.0,True
full,1,209,209,1.0,1.0,True
full,1,137,137,1.0,1.0,True
head_only,3,353,9,0.64425,0.2016,False
full,2,545,545,1.0,1.0,True
full,5,209,209,1.0,1.0,True
head_only,4,137,9,0.419,0.1654,False
full,1,1089,1089,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
head_only,2,545,17,1.0,0.1009,True
full,2,51713,51713,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
subspace,4,51713,1024,1.0,0.9971,True
full,3,3713,3713,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
head_only,3,3713,33,0.7615,0.009,False
full,5,137,137,1.0,0.0,True
full,5,51713,51713,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
head_only,4,545,33,0.512,0.0,False
head_only,5,273,17,0.5595,0.0894,False
full,5,273,273,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
head_only,3,1601,33,1.0,0.0189,True
head_only,4,1601,33,0.49575,0.0019,False
head_only,5,5249,65,0.53575,0.0,False
full,5,273,273,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,2,545,17,1.0,0.152,True
full,1,1089,1089,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
head_only,1,137,9,1.0,0.3684,True
full,4,13569,13569,1.0,1.0,True
head_only,2,13569,65,1.0,0.1162,True
full,4,51713,51713,1.0,1.0,True
full,2,545,545,1.0,1.0,True
head_only,5,13569,65,0.5025,0.0,False
head_only,2,1089,65,1.0,0.3214,True
subspace,1,51713,1024,1.0,1.0,True
head_only,5,137,9,0.438,0.1866,False
head_only,2,18689,129,1.0,0.5204,True
head_only,2,209,9,1.0,0.2519,True
head_only,2,545,33,1.0,0.1361,True
head_only,1,273,17,1.0,0.7061,True
head_only,1,18689,129,1.0,0.9988,True
head_only,4,2177,129,1.0,0.0,True
head_only,5,209,9,0.4955,0.1015,False
full,2,51713,51713,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,4,353,353,1.0,1.0,True
head_only,4,137,9,0.74875,0.27,False
head_only,3,545,33,1.0,0.0,True
head_only,3,2177,129,0.8755,0.0,False
full,3,137,137,1.0,1.0,True
head_only,2,273,17,1.0,0.1069,True
head_only,2,18689,129,1.0,0.6063,True
head_only,3,353,9,0.50625,0.309,False
full,5,545,545,1.0,1.0,True
full,4,353,353,1.0,1.0,True
head_only,1,209,9,1.0,0.9388,True
head_only,5,5249,65,0.601,0.0,False
head_only,4,545,33,0.5705,0.0,False
full,5,545,545,1.0,1.0,True
head_only,3,137,9,0.63725,0.1543,False
head_only,3,1601,33,1.0,0.0272,True
head_only,5,545,17,0.66075,0.2114,False
full,5,18689,18689,1.0,1.0,True
subspace,3,51713,64,1.0,0.0,True
head_only,2,137,9,1.0,0.1732,True
full,5,51713,51713,1.0,1.0,True
full,5,545,545,1.0,1.0,True
full,1,353,353,1.0,1.0,True
head_only,1,5249,65,1.0,0.9822,True
head_only,2,545,33,1.0,0.0471,True
full,4,18689,18689,1.0,1.0,True
full,5,137,137,1.0,0.0,True
head_only,1,1089,65,1.0,0.9994,True
full,1,1089,1089,1.0,1.0,True
head_only,5,1089,17,0.50725,0.1292,False
full,5,18689,18689,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,3,2177,129,1.0,0.0,True
full,5,13569,13569,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,3,18689,18689,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,3,1089,65,1.0,0.0004,True
head_only,2,209,9,1.0,0.2518,True
full,3,3713,3713,1.0,1.0,True
head_only,5,209,9,0.475,0.0577,False
head_only,3,545,33,1.0,0.0124,True
head_only,2,13569,65,1.0,0.0873,True
full,4,3713,3713,1.0,1.0,True
head_only,1,13569,65,1.0,0.4083,True
head_only,3,273,17,0.74925,0.0432,False
head_only,2,2177,129,1.0,0.602,True
head_only,3,353,9,0.5,0.408,False
head_only,4,353,9,0.62375,0.3823,False
head_only,4,1601,33,0.7975,0.1431,False
head_only,2,13569,65,1.0,0.0634,True
head_only,4,353,9,0.619,0.2431,False
head_only,5,5249,65,0.905,0.0122,False
subspace,3,51713,16,0.74675,0.156,False
head_only,5,3713,33,0.651,0.319,False
head_only,3,1601,33,1.0,0.0,True
head_only,3,18689,129,1.0,0.0,True
head_only,2,3713,33,1.0,0.0453,True
full,1,137,137,1.0,1.0,True
head_only,5,1089,17,0.5,0.2669,False
full,3,51713,51713,1.0,1.0,True
head_only,1,273,17,1.0,0.9996,True
head_only,1,273,17,1.0,0.8753,True
full,3,1601,1601,1.0,1.0,True
head_only,5,545,33,0.505,0.0004,False
head_only,1,545,17,1.0,0.6046,True
head_only,5,5249,65,0.9685,0.0005,True
full,4,13569,13569,1.0,1.0,True
head_only,3,1089,17,0.6235,0.4374,False
head_only,3,2177,129,1.0,0.0,True
head_only,2,545,33,1.0,0.0282,True
head_only,4,209,9,0.50625,0.2904,False
head_only,5,1601,33,0.79475,0.0261,False
full,1,1601,1601,1.0,1.0,True
head_only,3,18689,129,0.878,0.0,False
full,3,1089,1089,1.0,1.0,True
head_only,2,545,17,0.744,0.1368,False
full,3,545,545,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
head_only,1,137,9,1.0,0.3504,True
full,1,3713,3713,1.0,1.0,True
head_only,3,1601,33,1.0,0.0,True
head_only,3,2177,129,0.75225,0.0,False
head_only,2,13569,65,1.0,0.0749,True
full,1,5249,5249,1.0,1.0,True
full,5,137,137,1.0,0.0,True
head_only,4,209,9,0.6915,0.2662,False
head_only,3,5249,65,1.0,0.0102,True
full,2,18689,18689,1.0,1.0,True
head_only,1,209,9,1.0,0.7084,True
head_only,4,209,9,0.56625,0.2834,False
head_only,4,5249,65,0.49,0.0,False
full,3,209,209,1.0,1.0,True
head_only,2,51713,129,1.0,0.0072,True
full,1,18689,18689,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,4,273,17,0.36225,0.0021,False
head_only,1,353,9,1.0,0.6094,True
full,2,1089,1089,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,2,5249,65,1.0,0.1459,True
head_only,4,18689,129,0.54675,0.0,False
head_only,3,273,17,0.878,0.0024,False
full,2,1601,1601,1.0,1.0,True
head_only,4,2177,129,0.6915,0.0,False
full,5,18689,18689,1.0,1.0,True
head_only,2,1089,17,0.7495,0.0036,False
full,4,5249,5249,1.0,1.0,True
full,3,2177,2177,1.0,1.0,True
head_only,4,3713,33,0.43175,0.1585,False
full,5,5249,5249,1.0,1.0,True
full,2,3713,3713,1.0,1.0,True
head_only,3,18689,129,1.0,0.0,True
full,4,13569,13569,1.0,1.0,True
subspace,3,51713,1,0.5,0.2832,False
full,1,2177,2177,1.0,1.0,True
head_only,1,209,9,1.0,0.5344,True
full,3,353,353,1.0,1.0,True
full,3,353,353,1.0,1.0,True
head_only,4,273,17,0.68825,0.0889,False
head_only,5,3713,33,0.489,0.0072,False
full,1,51713,51713,1.0,1.0,True
head_only,2,18689,129,1.0,0.1077,True
head_only,5,5249,65,0.52575,0.0,False
head_only,1,273,17,1.0,0.6457,True
head_only,4,209,9,0.62075,0.1698,False
subspace,1,51713,64,1.0,0.9847,True
full,3,545,545,1.0,1.0,True
head_only,3,1089,65,1.0,0.0005,True
head_only,5,13569,65,0.49875,0.0,False
head_only,3,545,33,0.63025,0.0015,False
full,2,545,545,1.0,1.0,True
head_only,3,13569,65,1.0,0.001,True
head_only,2,545,17,1.0,0.0203,True
head_only,2,545,33,1.0,0.1361,True
full,3,209,209,1.0,1.0,True
full,2,137,137,1.0,1.0,True
head_only,5,545,17,0.49025,0.0012,False
full,4,545,545,1.0,1.0,True
head_only,5,18689,129,0.60825,0.0,False
head_only,3,1089,17,0.61575,0.182,False
head_only,3,273,17,0.63725,0.0812,False
full,4,545,545,1.0,1.0,True
subspace,4,51713,64,1.0,0.0002,True
head_only,2,5249,65,1.0,0.0548,True
head_only,2,1089,17,1.0,0.1299,True
full,5,5249,5249,1.0,1.0,True
head_only,5,5249,65,0.4975,0.0,False
full,1,18689,18689,1.0,1.0,True
full,4,137,137,1.0,0.0,True
full,3,13569,13569,1.0,1.0,True
head_only,1,1089,17,1.0,0.4954,True
head_only,4,209,9,0.42775,0.2168,False
head_only,1,51713,129,1.0,0.5123,True
head_only,4,51713,129,0.56325,0.0219,False
full,1,273,273,1.0,1.0,True
head_only,5,137,9,0.5355,0.1001,False
full,5,545,545,1.0,1.0,True
head_only,4,3713,33,0.50275,0.0076,False
head_only,3,3713,33,0.7515,0.2642,False
full,3,51713,51713,1.0,1.0,True
head_only,5,51713,129,0.81125,0.0773,False
head_only,1,545,17,1.0,0.5906,True
full,2,13569,13569,1.0,1.0,True
head_only,5,273,17,0.44175,0.0421,False
head_only,1,18689,129,1.0,1.0,True
head_only,5,3713,33,0.72625,0.0168,False
full,5,137,137,0.93825,0.0034,False
full,5,1601,1601,1.0,1.0,True
head_only,3,545,33,1.0,0.0,True
head_only,1,3713,33,1.0,0.6764,True
head_only,3,545,33,1.0,0.0026,True
head_only,4,137,9,0.62925,0.2192,False
head_only,2,1601,33,1.0,0.0391,True
head_only,1,353,9,1.0,0.6693,True
full,1,1089,1089,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
head_only,4,137,9,0.55775,0.1905,False
full,4,3713,3713,1.0,1.0,True
head_only,4,3713,33,0.798,0.0033,False
full,2,137,137,1.0,1.0,True
head_only,4,51713,129,0.48075,0.0,False
full,1,545,545,1.0,1.0,True
head_only,5,2177,129,0.56,0.0,False
